29	12998062
18	7375
29	12935844
18	7719
29	11289476
18	8439
29	12506863
18	13212
29	11505646
18	9307
29	11593884
18	8051
29	12317893
18	9841
29	14766115
18	11937
29	11431613
18	12047
29	16646801
18	13372
29	14268611
18	13114
29	17309061
18	10235
29	12633176
18	8951
29	14112390
18	8494
29	13597231
18	7652
29	14366500
18	9189
29	14757608
18	12569
29	13879754
18	8282
29	14105019
18	21267
29	14749916
18	9149
29	14338096
18	16155
29	10619045
18	12159
29	13366959
18	8866
29	11903950
18	8868
29	17851204
18	13484
