com/google/javascript/jscomp/AbstractCommandLineRunner$JsSourceType.<init>: -0.879568349751025
com/google/javascript/jscomp/parsing/parser/LineNumberTable.toIntArray: 0.9700083555779341
com/google/javascript/jscomp/PropertyRenamingPolicy.<init>: -1.0
com/google/javascript/jscomp/CompilerOptions$DisposalCheckingPolicy.<init>: -0.8740996915727214
com/google/javascript/jscomp/ClosureRewriteModule$ScopeType.<init>: 1.0
com/google/javascript/jscomp/parsing/parser/trees/Comment$Type.<init>: -0.7226160619916776
com/google/javascript/jscomp/RhinoErrorReporter.replacePlaceHolders: -1.0
com/google/javascript/jscomp/SourceFile.fromCode: -0.6971683315590307
com/google/javascript/jscomp/GlobalNamespace$Ref$Type.<init>: -0.6424450399557303
com/google/javascript/jscomp/CheckLevel.<init>: -0.9753863783130873
com/google/javascript/jscomp/DefaultPassConfig.assertAllLoopablePasses: 1.0
com/google/javascript/jscomp/DefaultPassConfig.assertAllOneTimePasses: 1.0
com/google/javascript/jscomp/CompilerOptions$DependencyMode.<init>: -0.8855613725153788
com/google/javascript/jscomp/CompilationLevel.<init>: -0.9712369498244884
com/google/javascript/jscomp/parsing/Config$RunMode.<init>: 1.0
com/google/javascript/jscomp/SourceExcerptProvider$SourceExcerpt.<init>: -0.6342243484657677
com/google/javascript/jscomp/CompilerOptions$Environment.<init>: 1.0
com/google/javascript/jscomp/WarningsGuard$Priority.<init>: -0.6349737154061192
com/google/javascript/jscomp/parsing/parser/Parser$FunctionFlavor.<init>: -0.8839709545826481
com/google/javascript/jscomp/deps/ModuleLoader.<init>: -0.817181661044058
com/google/javascript/jscomp/WarningsGuard$DiagnosticGroupState.<init>: -0.8870479684241015
com/google/javascript/jscomp/AbstractCompiler$MostRecentTypechecker.<init>: 0.9998981257012999
com/google/javascript/jscomp/MakeDeclaredNamesUnique$InlineRenamer.<init>: Infinity
com/google/javascript/jscomp/NodeUtil.countAstSizeUpToLimit: Infinity
com/google/javascript/jscomp/PhaseOptimizer$State.<init>: -1.0
com/google/javascript/jscomp/AbstractCompiler$ConfigContext.<init>: -1.0
com/google/javascript/jscomp/PeepholeSubstituteAlternateSyntax$FoldArrayAction.<init>: -0.955819532687193
com/google/javascript/jscomp/GlobalNamespace$Name$Type.<init>: -0.6844645501817439
com/google/javascript/jscomp/CompilerOptions$IsolationMode.<init>: -1.0
com/google/javascript/jscomp/parsing/TypeTransformationParser.<init>: -0.7741484446027961
com/google/javascript/jscomp/parsing/parser/trees/FunctionDeclarationTree$Kind.<init>: -0.8030187064956291
com/google/javascript/jscomp/NodeUtil.isValidDefineValue: 1.0
com/google/javascript/jscomp/CustomPassExecutionTime.<init>: -0.952004437491024
com/google/javascript/jscomp/parsing/parser/SourceFile.<init>: 0.8945798692750574
