274	45775
3	3917
0	1930
3	12410
0	1732
3	2244
0	1685
3	1821
0	1662
3	1844
0	1612
3	1888
0	1606
3	1787
0	1616
3	1875
0	1633
3	1888
0	1630
3	2216
0	1592
3	2029
0	1708
3	1885
0	1660
3	1841
0	1653
3	11968
0	4334
3	1844
0	1507
3	1817
0	1533
3	1803
0	1494
3	1783
0	1600
3	1801
0	1836
3	1721
0	1578
3	1745
0	1768
3	1633
0	1405
3	1522
0	1303
3	1601
0	1321
3	1552
0	1431
3	1562
0	1354
3	1587
0	1376
3	1795
0	1351
3	1485
0	1263
3	1496
0	1306
3	1482
0	1336
3	2808
0	1341
3	1496
0	1359
3	1644
0	1295
3	1418
0	1175
3	1352
0	1212
3	1195
0	1260
3	1604
0	1203
3	1321
0	1132
3	1585
0	1207
3	1274
0	1125
3	12437
0	1217
3	1087
0	1050
3	1143
0	983
3	1179
0	1015
3	1157
0	1174
3	885
0	770
3	785
0	730
3	771
0	751
3	766
0	779
3	745
0	774
3	748
0	761
3	774
0	747
3	757
0	785
3	769
0	766
3	765
0	753
3	782
0	739
3	754
0	771
3	939
0	851
3	812
0	786
3	841
0	828
3	828
0	783
3	824
0	790
3	1453
0	828
3	800
0	790
3	813
0	770
3	746
0	719
3	780
0	725
3	787
0	734
3	781
0	732
3	810
0	770
3	808
0	722
3	796
0	750
3	853
0	732
3	797
0	767
3	800
0	732
3	812
0	755
3	818
0	732
3	790
0	761
3	787
0	757
3	800
0	748
3	814
0	762
3	782
0	742
3	800
0	734
3	787
0	724
3	777
0	708
3	789
0	752
3	795
0	742
3	773
0	791
3	786
0	823
3	1059
0	994
3	804
0	741
3	793
0	736
3	810
0	710
3	788
0	736
3	1621
0	761
3	823
0	715
3	1121
0	872
3	902
0	850
3	837
0	760
3	832
0	757
3	799
0	753
3	805
0	740
3	786
0	743
3	800
0	753
3	796
0	733
3	885
0	727
3	772
0	728
3	867
0	734
3	810
0	749
3	816
0	712
3	791
0	720
3	781
0	732
3	788
0	717
3	778
0	743
3	767
0	799
3	800
0	731
3	802
0	723
3	775
0	769
3	818
0	742
3	807
0	790
3	772
0	759
3	805
0	759
3	767
0	728
3	761
0	721
3	781
0	722
3	772
0	732
3	10232
0	1129
3	917
0	887
3	846
0	889
3	837
0	832
3	812
0	874
3	837
0	844
3	817
0	893
3	803
0	831
3	813
0	832
3	806
0	861
3	842
0	854
3	810
0	825
3	816
0	850
3	807
0	857
3	827
0	872
3	755
0	832
3	858
0	871
3	807
0	840
3	827
0	812
3	870
0	859
3	802
0	770
3	783
0	824
3	806
0	797
3	799
0	821
3	814
0	828
3	782
0	831
3	864
0	848
3	1139
0	877
3	801
0	803
3	803
0	870
3	803
0	802
3	815
0	813
3	1209
0	853
3	1246
0	1134
3	806
0	856
3	843
0	824
3	803
0	836
3	814
0	873
3	802
0	831
3	834
0	794
3	792
0	821
3	832
0	850
3	783
0	823
3	791
0	822
3	802
0	865
3	833
0	833
3	770
0	825
3	783
0	820
3	805
0	837
3	793
0	825
3	753
0	834
3	793
0	840
3	778
0	825
3	816
0	856
3	798
0	847
3	804
0	800
3	880
0	859
3	799
0	836
3	821
0	834
3	790
0	832
3	816
0	820
3	785
0	860
3	822
0	787
3	773
0	744
3	1304
0	753
3	830
0	730
3	787
0	738
3	782
0	804
3	783
0	743
3	769
0	742
3	758
0	775
3	807
0	776
3	777
0	754
31	2560
3	1283
0	984
3	978
0	856
3	877
0	835
3	874
0	828
3	865
0	827
3	863
0	836
3	838
0	1612
3	842
0	947
3	855
0	1100
3	1076
0	1062
3	871
0	831
3	852
0	799
3	842
0	822
3	845
0	790
3	851
0	787
3	824
0	711
3	791
0	751
3	763
0	734
3	799
0	750
3	762
0	757
3	789
0	749
3	777
0	757
3	770
0	1100
3	1004
0	1019
173	16584
3	1397
0	770
3	782
0	528
3	657
0	520
3	562
0	504
3	584
0	493
3	586
0	485
3	563
0	480
3	657
0	547
3	566
0	467
3	546
0	466
3	520
0	459
3	548
0	514
3	537
0	478
3	524
0	471
3	569
0	508
3	581
0	489
3	550
0	474
3	574
0	491
3	634
0	480
3	532
0	470
3	522
0	1698
3	563
0	451
3	498
0	460
3	562
0	461
3	589
0	473
3	532
0	513
3	511
0	507
3	506
0	437
3	559
0	448
3	604
0	490
3	5772
0	703
3	985
0	598
3	644
0	599
3	598
0	527
3	590
0	476
3	638
0	493
3	592
0	463
3	572
0	479
3	549
0	515
3	547
0	471
3	537
0	502
3	531
0	471
3	564
0	479
3	525
0	493
3	538
0	473
3	545
0	471
3	516
0	460
3	560
0	478
3	559
0	496
3	594
0	622
3	571
0	477
3	530
0	483
3	505
0	481
3	533
0	467
3	567
0	496
3	564
0	502
3	474
0	453
3	570
0	469
3	517
0	450
3	531
0	2626
3	591
0	473
3	562
0	494
3	581
0	493
3	542
0	513
3	628
0	509
3	546
0	488
3	516
0	481
3	557
0	501
3	556
0	471
3	552
0	506
3	586
0	477
3	579
0	482
3	537
0	503
3	540
0	455
3	517
0	525
3	577
0	495
3	545
0	479
3	531
0	425
3	608
0	476
3	524
0	471
3	561
0	496
3	529
0	481
3	569
0	450
3	521
0	476
3	502
0	502
3	513
0	431
3	532
0	490
3	542
0	522
3	584
0	502
3	585
0	457
3	517
0	482
3	543
0	455
3	521
0	464
3	529
0	482
3	1245
0	529
3	643
0	503
3	512
0	489
3	576
0	518
3	539
0	525
3	540
0	521
3	541
0	578
3	572
0	499
3	556
0	521
3	590
0	442
3	548
0	472
3	572
0	475
3	570
0	480
3	577
0	496
3	551
0	517
3	609
0	520
3	586
0	505
3	582
0	522
3	569
0	501
3	559
0	471
3	572
0	477
3	554
0	492
3	588
0	493
3	562
0	475
3	563
0	485
3	576
0	496
3	602
0	493
3	560
0	462
3	561
0	492
3	573
0	474
3	554
0	479
3	539
0	481
3	578
0	546
3	607
0	543
3	482
0	474
3	541
0	460
3	552
0	499
3	550
0	474
3	594
0	500
3	590
0	494
3	493
0	441
3	533
0	470
3	568
0	448
3	541
0	468
3	558
0	467
3	581
0	481
3	552
0	457
3	555
0	506
3	537
0	493
3	576
0	459
3	564
0	485
3	531
0	483
34	2095
3	843
0	668
3	737
0	602
3	558
0	527
3	652
0	494
3	670
0	481
3	2569
0	557
19	2084
3	812
0	570
3	630
0	512
3	610
0	478
3	554
0	479
3	532
0	474
3	1996
0	448
3	587
0	472
3	501
0	488
3	532
0	491
3	558
0	509
3	580
0	475
3	551
0	488
3	525
0	475
3	541
0	501
3	529
0	464
3	574
0	473
3	555
0	515
3	517
0	493
114	2234
3	1080
0	681
3	690
0	605
3	653
0	613
3	613
0	480
3	597
0	502
3	592
0	503
3	597
0	536
3	591
0	552
3	639
0	547
3	558
0	526
3	523
0	479
3	536
0	444
3	546
0	432
3	583
0	456
3	575
0	447
3	582
0	475
3	588
0	474
3	580
0	468
3	550
0	474
3	565
0	474
3	660
0	521
3	563
0	524
3	534
0	494
3	573
0	532
3	660
0	512
3	578
0	516
3	534
0	516
3	620
0	545
3	572
0	533
3	523
0	595
3	507
0	663
3	517
0	578
3	556
0	484
12	2013
3	811
0	597
3	690
0	513
3	579
0	554
34	2136
3	961
0	694
69	1586
3	632
0	441
3	433
0	363
3	424
0	340
3	345
0	337
3	346
0	334
3	376
0	321
5	1108
3	519
0	414
20	1495
3	532
0	404
3	421
0	354
3	382
0	365
3	380
0	370
186	2976
3	1069
0	748
3	749
0	568
3	579
0	513
3	550
0	522
3	563
0	523
3	632
0	505
3	597
0	476
3	620
0	521
3	996
0	519
3	593
0	557
3	571
0	540
3	602
0	516
3	574
0	525
3	607
0	501
3	599
0	529
3	547
0	497
3	574
0	535
3	618
0	500
3	514
0	523
3	586
0	512
3	571
0	515
3	548
0	498
3	596
0	530
3	582
0	530
3	644
0	506
3	652
0	513
3	551
0	486
3	584
0	482
3	569
0	506
3	552
0	514
3	552
0	533
3	544
0	511
3	589
0	531
3	745
0	494
3	551
0	526
3	537
0	492
3	547
0	490
3	567
0	506
3	571
0	499
3	545
0	461
3	591
0	475
3	672
0	483
3	535
0	467
3	543
0	492
3	575
0	520
3	552
0	505
3	552
0	508
3	716
0	574
3	604
0	500
3	562
0	513
3	552
0	515
3	511
0	513
3	593
0	461
3	591
0	508
3	563
0	486
3	577
0	512
3	590
0	512
3	589
0	524
3	759
0	502
3	759
0	472
439	19661
3	287
0	1101
3	148
0	120
3	127
0	95
3	98
0	85
3	102
0	86
3	111
0	93
3	97
0	84
3	96
0	82
3	95
0	81
3	115
0	84
3	98
0	83
3	118
0	83
3	96
0	85
3	93
0	81
3	96
0	82
3	93
0	85
3	94
0	82
3	93
0	86
3	93
0	81
3	94
0	81
3	93
0	81
3	93
0	81
3	95
0	82
3	97
0	85
3	92
0	81
3	99
0	87
3	98
0	82
3	97
0	82
3	98
0	83
3	97
0	84
3	98
0	82
3	94
0	81
3	104
0	130
3	102
0	81
3	97
0	81
3	99
0	81
3	96
0	81
3	93
0	80
3	96
0	80
3	92
0	84
3	97
0	82
3	97
0	82
3	126
0	85
3	121
0	85
3	93
0	82
3	93
0	81
3	97
0	80
3	95
0	81
3	124
0	89
3	95
0	122
3	95
0	86
3	96
0	82
3	94
0	80
3	96
0	84
3	127
0	83
3	97
0	82
3	95
0	81
3	93
0	81
3	93
0	81
3	96
0	81
3	95
0	80
3	93
0	83
3	106
0	82
3	94
0	81
3	94
0	82
3	104
0	81
3	97
0	80
3	109
0	84
3	497
0	94
3	94
0	80
3	98
0	83
3	97
0	81
3	95
0	84
3	98
0	85
3	94
0	124
3	94
0	82
3	92
0	80
3	97
0	82
3	95
0	81
3	94
0	81
3	94
0	81
3	97
0	81
3	99
0	82
3	92
0	82
3	105
0	82
3	98
0	81
3	93
0	84
3	93
0	82
3	119
0	85
3	93
0	80
3	93
0	81
3	96
0	84
3	94
0	81
3	96
0	81
3	101
0	87
3	93
0	85
3	110
0	85
3	95
0	85
3	95
0	81
3	93
0	80
3	95
0	89
3	96
0	81
3	95
0	81
3	94
0	82
3	95
0	79
3	97
0	81
3	99
0	82
3	98
0	81
3	94
0	83
3	136
0	82
3	96
0	82
3	148
0	83
3	99
0	82
3	97
0	84
120	1002
3	234
0	187
3	176
0	130
3	178
0	162
3	169
0	117
3	158
0	118
3	206
0	145
3	170
0	138
3	171
0	141
3	247
0	154
3	160
0	139
3	173
0	147
3	163
0	115
3	163
0	164
3	236
0	154
3	174
0	152
3	174
0	154
3	168
0	193
3	221
0	138
3	162
0	152
3	163
0	148
3	163
0	1145
3	192
0	142
3	176
0	152
3	170
0	140
3	173
0	145
3	171
0	136
3	164
0	116
3	141
0	130
3	175
0	119
3	130
0	120
3	162
0	132
3	176
0	127
3	157
0	123
3	160
0	125
3	170
0	123
3	212
0	123
3	157
0	119
3	180
0	113
3	142
0	122
3	156
0	123
3	155
0	132
3	177
0	141
3	199
0	131
3	173
0	155
3	208
0	154
3	1965
0	159
3	175
0	146
3	147
0	936
3	204
0	133
3	181
0	140
3	184
0	153
3	163
0	129
3	189
0	137
3	172
0	158
3	172
0	150
3	177
0	154
3	158
0	142
4	616
3	229
0	204
3	208
0	137
3	157
0	136
173	691
3	138
0	132
3	110
0	93
3	110
0	82
3	109
0	84
3	94
0	81
3	94
0	82
3	93
0	81
3	95
0	85
3	98
0	81
3	97
0	81
3	96
0	115
3	99
0	83
3	96
0	81
3	95
0	82
3	105
0	81
3	93
0	85
3	93
0	81
3	96
0	85
3	95
0	81
3	97
0	121
3	97
0	82
3	110
0	83
3	95
0	86
3	217
0	93
3	95
0	83
3	97
0	81
3	92
0	80
3	93
0	82
3	93
0	81
3	96
0	97
3	99
0	83
3	96
0	82
3	97
0	82
3	92
0	84
3	95
0	80
3	92
0	80
3	93
0	82
3	92
0	86
3	93
0	81
3	95
0	84
3	101
0	86
3	97
0	80
239	906
3	348
0	221
3	265
0	161
3	224
0	159
3	184
0	149
3	182
0	147
3	169
0	141
3	204
0	141
3	225
0	172
3	238
0	134
3	175
0	146
3	193
0	146
3	189
0	145
3	173
0	116
3	186
0	146
3	155
0	135
3	178
0	202
3	191
0	143
3	194
0	147
3	173
0	150
3	176
0	129
3	175
0	141
3	181
0	144
3	170
0	128
3	174
0	135
3	157
0	142
3	160
0	121
3	179
0	128
3	175
0	131
3	198
0	134
3	163
0	122
3	162
0	129
3	169
0	125
3	185
0	129
3	202
0	154
3	255
0	129
3	167
0	129
3	177
0	128
3	158
0	122
3	143
0	101
3	181
0	126
3	203
0	138
3	182
0	137
3	162
0	121
3	157
0	125
3	167
0	131
3	302
0	193
3	163
0	130
3	166
0	129
3	160
0	127
3	203
0	128
3	174
0	136
3	166
0	144
3	185
0	123
3	172
0	135
3	158
0	131
3	162
0	139
3	156
0	135
3	151
0	142
3	166
0	129
61	750
3	145
0	116
3	142
0	123
3	107
0	92
3	107
0	84
3	95
0	85
3	98
0	119
3	96
0	82
3	98
0	84
3	95
0	82
3	92
0	79
3	95
0	76
3	97
0	81
3	95
0	81
3	94
0	84
3	93
0	82
3	97
0	82
3	99
0	85
3	95
0	87
3	99
0	83
3	98
0	83
3	93
0	80
3	98
0	84
3	93
0	81
3	105
0	82
3	93
0	91
3	96
0	81
3	97
