0	10462
5	1839
10	1934
13	1185
16	912
20	952
27	1221
36	1169
47	1074
57	1007
61	901
70	925
75	868
79	7395
92	977
146	987
149	1024
161	1011
175	970
181	964
184	953
196	952
203	879
208	1040
218	924
238	902
240	886
246	963
249	920
251	930
257	1228
260	1029
262	906
268	1011
271	1056
279	913
283	930
289	846
293	1016
300	863
304	830
309	2511
312	1705
320	1249
328	1127
331	916
336	948
341	1101
343	882
349	861
352	807
354	761
360	1148
363	940
369	1242
371	964
379	868
384	941
386	809
394	977
405	897
413	899
419	927
425	4548
431	1070
449	957
453	949
457	996
467	1127
470	939
477	951
481	877
488	892
491	823
495	888
501	849
505	801
512	825
515	1039
522	971
529	861
538	1043
543	920
545	862
555	891
563	782
569	812
573	845
582	774
585	740
592	774
596	800
602	791
608	785
611	823
619	842
624	843
628	822
634	819
642	882
645	896
649	958
654	879
657	858
665	782
671	787
679	776
683	911
692	780
700	799
704	916
712	887
718	892
723	901
728	866
733	920
738	879
747	831
754	841
757	919
762	907
766	803
775	833
780	839
790	805
794	792
803	816
823	9279
829	896
840	934
846	934
850	909
857	828
864	828
871	809
878	861
886	722
892	845
895	740
902	813
907	882
912	724
920	804
927	806
931	711
941	610
953	600
