4	1191
4	1066
8	1109
8	860
8	797
8	752
4	1104
8	681
8	633
4	4438
4	1413
8	874
8	753
8	721
8	662
4	1768
4	16902
8	662
8	804
8	680
8	673
4	30075
8	629
8	572
4	2913
8	683
8	667
4	1225
8	723
8	668
4	1264
8	1232
8	767
4	1405
8	754
8	648
4	1371
8	1119
8	632
4	1262
8	827
8	1072
4	1407
8	843
8	1058
4	993
8	745
8	628
4	1162
4	961
8	728
8	729
8	661
8	666
4	1424
8	1426
8	581
4	794
8	657
8	642
4	943
8	728
8	656
4	2828
8	711
8	673
4	1192
8	708
8	554
4	1022
8	702
8	640
4	1222
8	800
4	1019
8	640
8	873
8	665
4	906
8	754
8	652
4	841
8	632
8	600
4	1444
8	738
8	621
4	1148
8	672
8	665
4	1651
8	661
8	574
4	1401
8	720
8	580
4	1194
8	784
8	688
4	1646
8	820
8	776
4	2302
8	673
8	638
4	1202
8	722
8	649
4	1248
8	697
8	628
4	1335
8	705
8	616
4	1387
8	707
8	619
4	1703
8	493
8	479
4	1466
8	759
8	679
4	1183
8	706
8	670
4	1037
8	11537
8	699
4	876
8	362
8	254
4	980
8	418
8	295
4	970
8	471
8	332
4	580
8	353
8	350
4	1849
8	368
8	245
4	735
8	412
8	381
4	816
8	370
8	272
4	930
8	341
8	283
4	1461
8	349
8	342
4	673
8	364
8	316
4	730
8	381
8	329
4	595
8	354
8	303
4	560
8	328
8	295
4	656
8	340
8	281
4	952
8	348
8	331
4	954
8	633
8	290
4	705
8	291
8	224
4	706
8	430
8	319
4	654
8	360
8	332
4	890
8	309
8	308
4	846
8	444
8	251
